billID,item,quantity
8001,Carlsberg,5
8001,"Club soda",5
8001,Dreher,5
8002,Caffrey's,2
8002,"Old Speckled Hen",2
8002,"Potato skins",2
8003,Peroni,3
8004,Guinness,4
8004,"Mozoralla sticks",5
8004,Sapporo,2
8004,"Tater tots",3
8005,Caffrey's,1
8005,Timisoreana,1
8006,"Club soda",1
8006,Timisoreana,4
8007,Quesadilla,4
8007,"Tiger beer",3
8008,"Carling Black Label",4
8008,"Chimay Blue Top",5
8009,Caffrey's,2
8009,"Harp Lager",3
8009,"OB Golden Lager",3
801,"Dos Equis",2
801,Kirin,1
801,"Labatts Blue",2
8011,"Club soda",3
8012,"Coreff Ambree",5
8012,"Stiegl Bier",3
8012,"Sweet tea",2
8014,"Sweet tea",3
8014,"Tater tots",3
8015,Budweiser,1
8015,"Efes Dark",1
8015,"Old Speckled Hen",5
8016,Carlsberg,1
8016,"Erdinger Pikantus",4
8017,Cheeseburger,2
8017,"Singha beer",1
8017,"Sweet tea",1
8018,Budweiser,3
8018,"Chimay Blue Top",2
8018,"Labatts Blue",2
8018,Tuborg,3
8019,Timisoreana,1
802,"Leffe Blonde",2
802,"OB Golden Lager",4
8020,"Harp Lager",2
8020,Nachos,1
8020,Pretzel,2
8021,"Club soda",1
8021,Dreher,2
8021,Kirin,4
8022,Cheeseburger,3
8023,"Coreff Ambree",1
8024,Carlsberg,1
8024,Guinness,5
8024,"Onion rings",2
8025,Heineken,5
8026,"San Miguel Pale Pilsen",1
8027,Carlsberg,1
8027,Peroni,2
8027,Pretzel,5
8028,"Ichnusa beer",4
8028,Warsteiner,2
8029,"Budvar Svetly Lezak",3
8029,"Onion rings",1
8029,Sprite,3
8029,Timisoreana,3
803,"Harp Lager",5
8030,"Birra Moretti",5
8030,Pretzel,4
8030,Warsteiner,4
8031,"Birra Moretti",1
8031,Duvel,2
8031,Peroni,3
8032,Sapporo,3
8032,"Tater tots",2
8032,Tsingtao,3
8033,Asahi,2
8034,"Chimay Blue Top",4
8035,"Birra Moretti",4
8035,Hite,1
8035,"Ichnusa beer",3
8035,Pretzel,5
8036,Hite,1
8036,Kirin,4
8036,"Onion rings",1
8037,Coors,3
8037,"Stiegl Bier",5
8037,"Tater tots",5
8038,Dreher,5
8038,"Harp Lager",3
8038,"Mythos Sindos",1
8038,"Sweet tea",2
8039,"Amstel Light",1
8039,Dreher,1
8039,Pretzel,4
8039,Quesadilla,2
804,"Onion rings",2
8040,Cass,3
8040,"Pilsner Urquell",4
8040,Pretzel,1
8041,"Harp Lager",2
8041,"Newcastle Brown Ale",2
8041,"OB Golden Lager",2
8042,"Birra Moretti",5
8042,"Harp Lager",1
8042,"Onion rings",5
8043,"Club soda",2
8043,Grolsch,5
8043,"Potato skins",4
8043,"San Miguel Pale Pilsen",2
8044,Lasko,2
8044,Pretzel,1
8045,Tuborg,3
8045,Union,5
8046,"Birra Moretti",1
8046,"Mythos Sindos",3
8046,Peroni,5
8047,"Mozoralla sticks",1
8047,"Newcastle Brown Ale",4
8047,"Old Speckled Hen",3
8048,Cheeseburger,1
8048,Pretzel,5
8049,"Onion rings",3
805,"Budvar Svetly Lezak",5
805,"Onion rings",3
805,Tecate,2
8050,"Budvar Svetly Lezak",4
8050,Pretzel,5
8050,Tecate,4
8051,"Beer Chang",4
8051,Caffrey's,4
8051,"Coreff Ambree",2
8051,Duvel,1
8052,"Amstel Light",1
8052,Cheeseburger,5
8053,Cheeseburger,3
8053,Duvel,2
8053,"Pabst Blue Ribbon",5
8054,Heineken,5
8055,Pretzel,1
8055,"San Miguel Pale Pilsen",4
8056,"Birra Moretti",4
8056,"Sweet tea",2
8057,Lasko,1
8057,"Root beer",2
8057,"Tater tots",4
8058,"Mythos Sindos",1
8058,"Newcastle Brown Ale",3
8058,"OB Golden Lager",1
8059,"Ichnusa beer",4
8059,Lowenbrau,2
8059,"Root beer",3
806,Kronenbourg,5
806,"Potato skins",5
806,"Stiegl Bier",4
8060,"Amstel Light",1
8060,"Harp Lager",1
8060,Kirin,3
8061,"Newcastle Brown Ale",1
8062,"Birra Moretti",3
8062,"Paulaner Hefe",2
8062,Peroni,2
8062,"Pilsner Urquell",3
8063,Carlsberg,1
8063,Guinness,1
8063,Lowenbrau,2
8064,Caffrey's,1
8065,"Efes Dark",4
8065,"Singha beer",1
8065,"Sweet tea",4
8066,Lowenbrau,4
8067,Asahi,2
8068,Dreher,4
8069,Heineken,4
8069,"Mythos Sindos",4
8069,"Sweet tea",5
807,Caffrey's,3
807,"Chicken wings",2
807,"Club soda",3
807,Timisoreana,1
8070,"Leffe Blonde",1
8070,"Pabst Blue Ribbon",2
8070,Peroni,4
8071,"Erdinger Pikantus",4
8071,"Harp Lager",4
8072,"Stiegl Bier",3
8073,Heineken,1
8074,Caffrey's,2
8074,Lowenbrau,5
8075,"Chicken wings",1
8075,"Onion rings",1
8076,Dreher,5
8076,Duvel,4
8076,"Tater tots",4
8077,Asahi,2
8077,"Coca cola",1
8077,"Stiegl Bier",3
8078,"Club soda",3
8078,"Singha beer",2
8079,Coors,4
808,"Carling Black Label",5
8080,Peroni,1
8081,Guinness,5
8081,"Paulaner Hefe",5
8082,"Budvar Svetly Lezak",4
8082,Heineken,2
8083,Hite,4
8083,Tecate,3
8083,Tsingtao,4
8084,Coors,5
8084,Grolsch,4
8084,Sprite,2
8084,Warsteiner,1
8085,Cheeseburger,3
8085,Duvel,5
8085,"Efes Dark",5
8085,"Pabst Blue Ribbon",4
8086,"Beer Chang",2
8086,Heineken,3
8086,Lasko,1
8087,Cass,3
8088,Caffrey's,1
8088,Cass,1
8089,"Chicken wings",3
809,"Chicken wings",2
809,"San Miguel Pale Pilsen",4
8090,"Harp Lager",4
8091,Carlsberg,3
8091,"Harp Lager",2
8091,"Labatts Blue",1
8092,Guinness,5
8092,"Paulaner Hefe",5
8092,Pretzel,2
8093,Guinness,1
8094,Coors,2
8094,Guinness,1
8094,Peroni,4
8096,Asahi,2
8096,"Beer Chang",3
8096,Dreher,3
8096,Grolsch,2
8097,Peroni,3
8097,Pretzel,5
8097,"Tiger beer",5
8098,"Beer Chang",2
8098,"Efes Dark",4
8099,Heineken,2
81,"Amstel Light",3
81,Guinness,1
810,"Amstel Light",5
810,Dreher,3
810,Quesadilla,1
810,"Tiger beer",4
8100,Caffrey's,3
8100,"Potato skins",1
8100,"Sweet tea",1
8101,Carlsberg,1
8102,"Mozoralla sticks",3
8102,"San Miguel Pale Pilsen",4
8103,"Leffe Blonde",5
8104,"Carling Black Label",1
8104,"Harp Lager",3
8104,Hite,4
8105,Cheeseburger,3
8106,Asahi,3
8106,"Birra Moretti",1
8106,"Root beer",5
8107,"Carling Black Label",1
8107,"Singha beer",2
8108,"Harp Lager",3
8108,Heineken,4
8109,"Amstel Light",2
8109,"Labatts Blue",2
8109,"Onion rings",2
811,Duvel,1
8110,Duvel,2
8110,"French fries",5
8110,Peroni,2
8110,Sapporo,5
8111,Dreher,3
8111,Kirin,5
8112,"Dos Equis",3
8112,"Tater tots",3
8113,"Club soda",4
8113,Dreher,4
8113,Pretzel,2
8114,Duvel,4
8115,Guinness,1
8115,"Harp Lager",4
8115,Peroni,1
8116,"Onion rings",3
8117,Lowenbrau,3
8117,"Tiger beer",2
8117,Warsteiner,2
8118,Dreher,5
8118,Tsingtao,4
8119,Asahi,3
8119,Duvel,4
812,"Singha beer",1
8120,"Harp Lager",5
8120,"Newcastle Brown Ale",5
8120,"Onion rings",5
8121,Asahi,3
8121,"Tater tots",2
8122,"Pabst Blue Ribbon",2
8122,"San Miguel Pale Pilsen",2
8123,"OB Golden Lager",2
8124,"Labatts Blue",2
8124,"Pilsner Urquell",3
8124,"Potato skins",2
8124,Tuborg,1
8125,Budweiser,2
8125,"Club soda",2
8125,"Newcastle Brown Ale",2
8126,Dreher,3
8126,"Onion rings",3
8127,"Chicken wings",3
8127,Lasko,3
8127,"Onion rings",2
8128,"Budvar Svetly Lezak",4
8128,"Labatts Blue",1
8129,"Club soda",3
8129,"Stiegl Bier",3
813,Asahi,5
813,"Onion rings",3
813,"Pabst Blue Ribbon",4
8130,"Harp Lager",2
8131,"Coca cola",5
8131,Nachos,5
8131,"Stiegl Bier",5
8132,Grolsch,4
8132,Lasko,1
8132,"OB Golden Lager",2
8133,Asahi,3
8133,"Harp Lager",5
8133,Union,5
8134,Lasko,5
8134,"Root beer",5
8135,Caffrey's,4
8135,Dreher,5
8135,Pretzel,2
8136,Quesadilla,3
8137,Coors,4
8138,"Singha beer",4
8138,Tuborg,1
8139,Cheeseburger,1
814,Duvel,3
8140,"Potato skins",3
8140,"Stiegl Bier",3
8141,Sprite,4
8142,"Onion rings",1
8142,Peroni,2
8142,"Tiger beer",4
8142,Warsteiner,5
8144,"Mozoralla sticks",2
8144,"Potato skins",3
8146,Grolsch,2
8146,"Pabst Blue Ribbon",5
8147,"Club soda",3
8147,Lowenbrau,5
8147,Timisoreana,3
8148,Grolsch,4
8148,Hite,3
8148,Lasko,3
8149,Caffrey's,1
8149,Heineken,5
8149,"Sweet tea",4
815,"Budvar Svetly Lezak",1
815,"Erdinger Pikantus",4
815,"Pabst Blue Ribbon",3
8150,"Pabst Blue Ribbon",4
8150,"Singha beer",4
8150,"Sweet tea",2
8151,"Carling Black Label",3
8151,"Chimay Blue Top",2
8151,"Coca cola",4
8153,Hite,4
8155,Kirin,5
8155,Sprite,4
8156,Guinness,3
8157,Coors,5
8157,"Ichnusa beer",4
8158,"Coreff Ambree",2
8158,"Dos Equis",1
8158,"Tater tots",4
8159,"Newcastle Brown Ale",4
8159,"Pilsner Urquell",2
816,"Coreff Ambree",3
8160,"Birra Moretti",3
8160,"Chimay Blue Top",4
8160,Tsingtao,3
8161,Guinness,4
8161,"Harp Lager",5
8161,Peroni,5
8161,"Pilsner Urquell",5
8162,"Chicken wings",5
8162,Sprite,4
8163,"Chimay Blue Top",2
8163,Heineken,3
8163,"Ichnusa beer",4
8163,Lasko,5
8164,"Potato skins",4
8165,"Chicken wings",2
8165,"Mythos Sindos",2
8165,Tsingtao,1
8166,"Chimay Blue Top",5
8166,Coors,5
8167,"Harp Lager",4
8167,"Pabst Blue Ribbon",1
8167,"Singha beer",3
8168,"Amstel Light",3
8169,"Amstel Light",4
8169,"Coca cola",5
8169,Peroni,3
8169,"Singha beer",5
817,"Erdinger Pikantus",4
817,"Potato skins",5
8170,"Beer Chang",1
8170,Kirin,2
8170,Lasko,4
8170,Sprite,1
8171,"Amstel Light",3
8171,"Budvar Svetly Lezak",3
8171,"Newcastle Brown Ale",4
8172,"Amstel Light",5
8172,"Budvar Svetly Lezak",4
8172,"Onion rings",4
8173,Kirin,3
8173,"Stiegl Bier",2
8174,"Old Speckled Hen",1
8174,Tsingtao,2
8175,Kronenbourg,4
8175,"Labatts Blue",1
8175,"Sweet tea",3
8176,"Dos Equis",2
8176,"Pabst Blue Ribbon",1
8177,"Root beer",1
8177,"San Miguel Pale Pilsen",3
8177,Tecate,2
8178,Asahi,4
8178,"Chimay Blue Top",3
8178,"Club soda",4
8178,"Mozoralla sticks",3
8179,"Chicken wings",2
8179,"Singha beer",4
8179,Sprite,5
818,"Erdinger Pikantus",1
818,Tecate,5
818,Tuborg,2
818,Union,2
8180,"Ichnusa beer",2
8180,Pretzel,5
8181,"Coreff Ambree",2
8181,"Stiegl Bier",1
8182,Carlsberg,2
8182,"Gambrinus Premium",5
8183,"Newcastle Brown Ale",4
8183,"Singha beer",4
8184,Guinness,2
8184,Sapporo,2
8185,Dreher,3
8185,"Tater tots",1
8186,"Coreff Ambree",1
8186,"Potato skins",1
8187,"Coreff Ambree",5
8187,"Erdinger Pikantus",5
8187,Lowenbrau,3
8188,"Amstel Light",4
8188,"Stiegl Bier",4
8189,"Birra Moretti",3
8189,"San Miguel Pale Pilsen",3
819,"Birra Moretti",5
819,Cheeseburger,4
819,"Harp Lager",4
8190,"Tater tots",4
8190,Union,5
8191,Coors,4
8191,"Stiegl Bier",3
8192,"San Miguel Pale Pilsen",4
8192,"Stiegl Bier",3
8193,"French fries",4
8193,"Root beer",2
8193,"Sweet tea",3
8194,"Harp Lager",2
8194,Kronenbourg,2
8194,"Tater tots",2
8195,"Leffe Blonde",5
8196,"Potato skins",1
8196,Sprite,4
8197,"Carling Black Label",5
8197,Quesadilla,5
8197,Tuborg,2
8198,"Mozoralla sticks",1
8198,"Newcastle Brown Ale",1
8198,Tuborg,1
8199,Caffrey's,2
82,Caffrey's,2
820,"Chimay Blue Top",4
820,"Newcastle Brown Ale",5
820,Tsingtao,2
8200,Lasko,1
8200,"Mozoralla sticks",3
8201,Caffrey's,4
8201,Dreher,1
8202,Kirin,5
8202,Tsingtao,5
8203,"Harp Lager",1
8205,Dreher,2
8205,"Potato skins",1
8206,Lowenbrau,1
8206,Quesadilla,2
8207,Carlsberg,2
8207,Dreher,4
8208,"Amstel Light",2
8208,"Club soda",2
8209,Cheeseburger,2
8209,"Potato skins",3
821,"Birra Moretti",5
8210,"Birra Moretti",1
8210,Sapporo,2
8211,"Beer Chang",3
8211,Cass,2
8212,Duvel,1
8213,"Mythos Sindos",2
8213,"Pilsner Urquell",5
8214,"Singha beer",4
8215,Lowenbrau,2
8215,Sapporo,2
8215,"Sweet tea",2
8216,"Leffe Blonde",4
8216,"OB Golden Lager",1
8217,Cass,1
8217,"Club soda",3
8217,"Leffe Blonde",4
8218,Lasko,5
8218,"Mozoralla sticks",5
8218,"Tater tots",1
8219,"Amstel Light",2
8219,"Budvar Svetly Lezak",5
8219,"Labatts Blue",1
8219,"Pilsner Urquell",5
822,Budweiser,2
822,Coors,5
822,Heineken,2
822,Timisoreana,2
8220,Guinness,5
8221,"Labatts Blue",1
8222,"Pabst Blue Ribbon",2
8222,"Potato skins",5
8222,Tecate,1
8222,Union,2
8223,Asahi,2
8223,"Root beer",4
8224,"Gambrinus Premium",4
8225,"Ichnusa beer",4
8225,Sprite,5
8226,Heineken,4
8226,Lasko,2
8227,Kirin,3
8228,"Carling Black Label",2
8229,Lowenbrau,1
8229,"Potato skins",2
823,Cass,4
8230,"Birra Moretti",1
8230,"OB Golden Lager",4
8230,Tuborg,4
8231,Hite,3
8232,"Old Speckled Hen",2
8233,"Coreff Ambree",3
8234,Cheeseburger,4
8234,"Paulaner Hefe",5
8235,Budweiser,1
8235,"Chimay Blue Top",5
8235,Timisoreana,2
8237,Heineken,2
8237,Kirin,1
8238,"Carling Black Label",3
8239,Lowenbrau,4
824,"Budvar Svetly Lezak",3
824,Duvel,3
824,Lowenbrau,1
8240,"Mythos Sindos",4
8241,Dreher,1
8241,Duvel,1
8241,Sapporo,2
8241,"Tater tots",2
8242,Asahi,2
8242,"Dos Equis",1
8242,"Newcastle Brown Ale",1
8243,"Onion rings",3
8244,Caffrey's,2
8244,"Coreff Ambree",1
8244,Tsingtao,3
8245,Warsteiner,2
8246,Lowenbrau,4
8247,"Chicken wings",3
8247,"Potato skins",5
8248,"Erdinger Pikantus",3
8248,"Paulaner Hefe",5
8248,Sprite,3
8249,Tsingtao,1
825,"Birra Moretti",1
825,"Coca cola",4
825,"French fries",2
8250,Warsteiner,5
8251,"Carling Black Label",3
8251,"Chimay Blue Top",2
8251,"Efes Dark",2
8251,Warsteiner,2
8252,"Chimay Blue Top",3
8252,Tsingtao,1
8253,"Beer Chang",5
8254,"Budvar Svetly Lezak",1
8254,Tecate,4
8254,Union,1
8255,Coors,4
8255,"Gambrinus Premium",4
8255,Sprite,3
8255,Timisoreana,2
8256,"OB Golden Lager",4
8256,Tsingtao,5
8257,"Old Speckled Hen",4
8258,"Chimay Blue Top",2
8258,"Gambrinus Premium",2
8258,Sprite,5
8259,"Club soda",1
8259,"Old Speckled Hen",4
826,Tsingtao,3
826,Union,2
8260,"Club soda",3
8261,Dreher,5
8262,"Chimay Blue Top",4
8262,"Onion rings",3
8262,Warsteiner,3
8263,"Sweet tea",5
8264,"Stiegl Bier",5
8265,Quesadilla,5
8266,Guinness,3
8266,"San Miguel Pale Pilsen",2
8267,Sprite,3
8268,"Coreff Ambree",4
8268,"Leffe Blonde",2
8269,"Amstel Light",2
827,"Carling Black Label",5
827,Kirin,2
827,"Old Speckled Hen",4
827,Tecate,3
8270,Dreher,3
8271,"Onion rings",2
8272,"Dos Equis",1
8272,Kronenbourg,1
8272,"Potato skins",3
8274,"Beer Chang",3
8275,"Amstel Light",2
8275,Kronenbourg,1
8276,"Budvar Svetly Lezak",3
8276,"Paulaner Hefe",5
8276,Quesadilla,4
8277,"Gambrinus Premium",2
8277,"Potato skins",5
8277,"San Miguel Pale Pilsen",5
8277,"Tater tots",4
8278,Grolsch,5
8278,Sprite,2
8279,Caffrey's,5
828,"Efes Dark",2
828,Lowenbrau,5
8280,"Budvar Svetly Lezak",4
8280,"Labatts Blue",5
8280,Pretzel,4
8281,Hite,2
8282,Dreher,2
8283,"Harp Lager",3
8283,Sapporo,1
8283,Sprite,3
8284,"Ichnusa beer",5
8285,Quesadilla,5
8286,"Budvar Svetly Lezak",4
8286,"Onion rings",5
8287,Dreher,3
8287,Lasko,2
8287,Tuborg,3
8288,"Old Speckled Hen",3
8289,"Onion rings",1
8289,"San Miguel Pale Pilsen",2
8289,"Singha beer",1
8289,Timisoreana,2
829,Lasko,3
8290,Grolsch,4
8290,Tecate,5
8291,Cass,5
8291,Lasko,3
8291,Timisoreana,4
8292,"Coreff Ambree",5
8293,Guinness,5
8293,"Onion rings",2
8294,Heineken,3
8294,"Stiegl Bier",3
8295,Grolsch,1
8296,"Coreff Ambree",5
8296,Pretzel,4
8297,Cass,1
8297,"Chicken wings",3
8297,"San Miguel Pale Pilsen",4
8298,"Old Speckled Hen",3
8299,Hite,2
8299,"Pilsner Urquell",2
83,Sapporo,2
830,Pretzel,5
8300,Hite,5
8300,"Pabst Blue Ribbon",1
8300,Sprite,4
8301,Dreher,5
8301,Kirin,4
8301,Lowenbrau,4
8302,Budweiser,4
8303,Coors,4
8303,Quesadilla,4
8304,Carlsberg,1
8304,"Coreff Ambree",1
8304,"Mozoralla sticks",1
8304,"Potato skins",2
8305,Cheeseburger,4
8305,Guinness,3
8305,Sprite,3
8306,Peroni,1
8307,Dreher,2
8307,"Erdinger Pikantus",1
8307,Tsingtao,2
8308,Lowenbrau,3
8308,"Potato skins",4
8309,Asahi,4
8309,Caffrey's,5
8309,Pretzel,3
8309,Timisoreana,1
831,"Harp Lager",2
8310,Pretzel,5
8311,"Sweet tea",1
8311,Union,1
8312,"Club soda",2
8312,"San Miguel Pale Pilsen",3
8312,Tuborg,5
8313,"Tater tots",3
8314,Cheeseburger,5
8314,"Erdinger Pikantus",3
8315,Kirin,2
8316,Budweiser,3
8316,"Club soda",3
8316,"Old Speckled Hen",3
8317,"Labatts Blue",4
8317,"Onion rings",2
8317,"Potato skins",4
8317,"Tater tots",4
8318,"Beer Chang",2
8318,Grolsch,4
8319,"Old Speckled Hen",5
832,"Harp Lager",3
832,"Leffe Blonde",3
8320,Guinness,4
8320,"Sweet tea",5
8321,"Amstel Light",1
8321,"Erdinger Pikantus",5
8321,"Leffe Blonde",4
8321,"Sweet tea",5
8323,Kirin,4
8324,"Erdinger Pikantus",1
8324,"Paulaner Hefe",3
8324,"Singha beer",1
8325,"Carling Black Label",3
8325,"Chimay Blue Top",1
8326,"Budvar Svetly Lezak",1
8326,"Chimay Blue Top",5
8327,Kronenbourg,5
8327,"Old Speckled Hen",1
8328,"Sweet tea",4
8329,"Stiegl Bier",2
8329,"Sweet tea",2
8329,"Tater tots",5
833,"Amstel Light",2
833,"Newcastle Brown Ale",1
8330,Dreher,2
8330,"Paulaner Hefe",1
8331,Carlsberg,5
8331,Dreher,4
8331,"Gambrinus Premium",4
8331,"Onion rings",3
8332,Pretzel,2
8333,"Carling Black Label",2
8333,"Chimay Blue Top",1
8334,Cass,1
8334,"Pilsner Urquell",3
8335,"Chimay Blue Top",5
8335,"Sweet tea",2
8335,"Tater tots",2
8336,"Ichnusa beer",5
8336,"Potato skins",4
8336,Tsingtao,5
8337,Cheeseburger,4
8337,"Mozoralla sticks",2
8337,Pretzel,5
8338,Asahi,4
8338,"Coreff Ambree",4
8338,"Mozoralla sticks",3
8339,"Birra Moretti",2
8339,Lasko,4
834,"Pabst Blue Ribbon",5
8340,"Efes Dark",4
8340,Pretzel,1
8341,Duvel,1
8341,Guinness,1
8341,"Mozoralla sticks",5
8341,Tuborg,5
8342,Asahi,5
8342,Grolsch,4
8342,"Stiegl Bier",3
8343,Caffrey's,5
8343,"Labatts Blue",3
8344,"Chicken wings",3
8344,Lasko,1
8345,"Chimay Blue Top",4
8345,Dreher,5
8345,Peroni,2
8347,"Carling Black Label",1
8347,"Mozoralla sticks",3
8347,Tuborg,3
8348,"Coreff Ambree",5
8349,"Mozoralla sticks",4
835,"Budvar Svetly Lezak",2
835,Coors,3
835,"Newcastle Brown Ale",5
835,Tsingtao,3
8350,"Mozoralla sticks",3
8350,"OB Golden Lager",1
8350,"Paulaner Hefe",5
8351,"Carling Black Label",2
8351,Lowenbrau,2
8351,Sprite,1
8352,"Mythos Sindos",1
8352,Nachos,3
8353,"Birra Moretti",3
8353,Cass,3
8354,Asahi,5
8355,"Coreff Ambree",3
8355,Lowenbrau,3
8355,Quesadilla,4
8356,"Beer Chang",4
8356,"Efes Dark",1
8356,"Mozoralla sticks",2
8356,"Potato skins",4
8357,Duvel,3
8357,Grolsch,5
8357,Hite,5
8358,"Labatts Blue",4
8358,Tuborg,2
8358,Union,5
8359,"Pabst Blue Ribbon",4
8359,Tsingtao,1
8360,Duvel,1
8360,"Efes Dark",1
8362,"Amstel Light",1
8362,"Birra Moretti",1
8363,Caffrey's,2
8365,"Erdinger Pikantus",3
8365,Heineken,4
8365,Kronenbourg,2
8365,"San Miguel Pale Pilsen",2
8366,"Amstel Light",2
8366,"Coca cola",4
8366,"Tater tots",3
8367,Tsingtao,4
8368,Coors,3
8368,"Erdinger Pikantus",4
8368,Heineken,2
8368,Kirin,2
8369,Grolsch,2
8369,"Pabst Blue Ribbon",5
8369,Sprite,3
837,"Club soda",4
837,Timisoreana,1
8370,"Ichnusa beer",3
8371,Tecate,1
8372,"Dos Equis",1
8372,Dreher,2
8373,Cheeseburger,2
8373,"Coreff Ambree",4
8373,"Sweet tea",1
8373,"Tater tots",4
8374,"Budvar Svetly Lezak",5
8374,"Onion rings",5
8374,Sprite,1
8375,Cass,3
8375,Lasko,4
8376,Cheeseburger,1
8376,Lasko,2
8376,"Newcastle Brown Ale",2
8377,Carlsberg,5
8377,Warsteiner,1
8378,Coors,5
8378,"Sweet tea",3
8379,"Coreff Ambree",3
8379,Duvel,2
8379,Hite,5
8379,Peroni,5
838,"Gambrinus Premium",4
838,Guinness,3
838,Warsteiner,2
8380,Caffrey's,2
8380,"Onion rings",1
8381,"Amstel Light",4
8381,"Coca cola",1
8381,"Singha beer",1
8382,"Newcastle Brown Ale",4
8383,Lasko,3
8383,"Mozoralla sticks",1
8384,Caffrey's,4
8384,"Dos Equis",1
8384,Kronenbourg,2
8384,"Stiegl Bier",2
8385,Cheeseburger,2
8386,Lasko,2
8386,"San Miguel Pale Pilsen",2
8386,Timisoreana,5
8387,"Ichnusa beer",5
8387,"Pilsner Urquell",2
8387,"Potato skins",3
8388,Tsingtao,1
8389,"Onion rings",2
8389,"San Miguel Pale Pilsen",1
839,Caffrey's,2
839,Cheeseburger,1
839,Dreher,2
839,Lasko,5
8390,"Harp Lager",3
8390,"Ichnusa beer",4
8390,"Newcastle Brown Ale",4
8391,"Leffe Blonde",1
8392,Lowenbrau,4
8392,Sapporo,2
8392,Warsteiner,4
8393,"Pabst Blue Ribbon",1
8393,Quesadilla,1
8394,"Chimay Blue Top",2
8394,"Mozoralla sticks",2
8394,"Mythos Sindos",2
8395,"Mythos Sindos",5
8396,"Birra Moretti",1
8396,Lowenbrau,3
8396,"Root beer",2
8397,"Birra Moretti",4
8397,Warsteiner,5
8398,Grolsch,3
8399,Lasko,5
8399,"Pabst Blue Ribbon",4
84,"Amstel Light",5
84,"Mozoralla sticks",2
84,Nachos,3
840,"Coca cola",4
840,Guinness,4
840,Kronenbourg,3
840,"Paulaner Hefe",2
8400,Quesadilla,2
8400,"Stiegl Bier",5
8400,Tecate,4
8401,Nachos,5
8402,"Beer Chang",4
8402,Sapporo,4
8403,"Birra Moretti",5
8404,Cheeseburger,3
8404,Coors,5
8404,"Paulaner Hefe",2
8404,Pretzel,5
8405,"Leffe Blonde",4
8405,Nachos,4
8406,Kirin,3
8406,Lowenbrau,1
8407,"Chicken wings",1
8407,Lowenbrau,4
8407,"Paulaner Hefe",2
8408,"Coreff Ambree",2
8408,Peroni,5
8409,Warsteiner,1
841,Dreher,4
8411,"Efes Dark",3
8411,Nachos,3
8413,Hite,4
8413,"San Miguel Pale Pilsen",4
8414,Carlsberg,1
8414,Sprite,2
8415,Caffrey's,2
8416,"Club soda",2
8416,"Coreff Ambree",3
8416,"Pabst Blue Ribbon",4
8417,"Harp Lager",3
8417,"Tiger beer",4
8418,"Ichnusa beer",1
8418,Lasko,4
8418,Sprite,5
8418,"Sweet tea",1
8419,Cheeseburger,2
8419,"Ichnusa beer",1
842,"Amstel Light",4
842,"Newcastle Brown Ale",5
8420,"Erdinger Pikantus",5
8421,"Chicken wings",5
8421,Tsingtao,2
8422,Lowenbrau,5
8423,"Tater tots",5
8424,Dreher,5
8424,"Leffe Blonde",1
8424,Warsteiner,3
8425,"Amstel Light",5
8425,Guinness,1
8425,Warsteiner,4
8426,"Gambrinus Premium",3
8427,Budweiser,3
8427,"Coca cola",4
8428,Carlsberg,5
8428,"San Miguel Pale Pilsen",1
8429,Coors,5
8429,"Efes Dark",1
8429,Lowenbrau,3
8429,Sapporo,1
843,"Amstel Light",1
843,"Erdinger Pikantus",1
843,"OB Golden Lager",3
8430,Lowenbrau,5
8430,"Mythos Sindos",1
8430,"Onion rings",1
8430,Quesadilla,2
8431,"Onion rings",3
8431,"Tater tots",1
8432,Cass,2
8432,Guinness,5
8432,"Labatts Blue",4
8432,"Pilsner Urquell",2
8433,"Dos Equis",5
8433,"Tater tots",2
8435,"Birra Moretti",5
8435,Heineken,3
8435,Union,2
8436,Kirin,5
8436,"Mythos Sindos",3
8436,"Old Speckled Hen",4
8436,Sapporo,3
8438,Dreher,4
8438,Duvel,3
8438,Tuborg,5
8439,Dreher,4
8439,Kirin,5
8439,"Pilsner Urquell",1
844,"Leffe Blonde",2
8440,Dreher,1
8440,Heineken,2
8440,Kirin,4
8441,Caffrey's,4
8443,Cheeseburger,1
8443,"Harp Lager",4
8443,"Leffe Blonde",1
8443,"Pilsner Urquell",4
8444,"Erdinger Pikantus",5
8444,"Mozoralla sticks",5
8445,"Coreff Ambree",1
8445,"Paulaner Hefe",5
8445,"Potato skins",3
8445,Quesadilla,1
8446,"Erdinger Pikantus",3
8446,Sprite,1
8446,"Sweet tea",2
8447,Guinness,1
8447,Warsteiner,2
8448,"Ichnusa beer",5
845,Budweiser,2
845,Carlsberg,2
845,"Onion rings",3
845,Warsteiner,1
8450,"Club soda",4
8450,"OB Golden Lager",5
8450,Quesadilla,2
8451,"Gambrinus Premium",1
8451,Sprite,5
8452,Heineken,3
8452,"Singha beer",3
8453,"Efes Dark",2
8454,Pretzel,4
8454,"Root beer",1
8455,"Birra Moretti",2
8455,Quesadilla,3
8455,Tecate,3
8456,Quesadilla,4
8457,Sprite,5
8457,"Sweet tea",4
8457,Union,4
8458,"Dos Equis",1
8458,"Mythos Sindos",1
8459,"Coreff Ambree",2
8459,"Erdinger Pikantus",4
8459,Sprite,4
846,"Budvar Svetly Lezak",5
846,"Onion rings",1
846,Peroni,4
846,"Singha beer",3
8460,"Coca cola",1
8460,"Onion rings",3
8461,Duvel,3
8461,Heineken,4
